Story Date,Story URL,Headline,What (Claim),About Subject,About Person,Featured Image,Tags
2nd Apr 2024,https://www.vishvasnews.com/politics/fact-check-clash-between-odisha-bjp-factions-linked-to-lok-sabha-elections-2024-video-goes-viral/,Fact Check : ओडिशा बीजेपी के दो गुटों के बीच आपसी झड़प के वीडियो को लोकसभा चुनाव 2024 से जोड़कर किया जा रहा शेयर,तमिलनाडु में भाजपा नेता को जनता आलीशान रथ से नीचे उतारकर पीटा।,"In Tamil Nadu, public beaten up BJP leader ",BJP leader ,https://www.vishvasnews.com/wp-content/uploads/2024/04/Fake_News_24-17.jpg,"Fact Check,fake news,Lok Sabha Chunav 2024,Lok Sabha Election 2024,LS Polls India,Odisha BJP clash Video"
2nd Apr 2024,https://www.vishvasnews.com/politics/fact-check-viral-video-claiming-anti-evm-rally-is-related-to-religious-festival-in-himachal-pradesh/,Fact Check: पंजाब में EVM विरोध के दावे के साथ वायरल वीडियो हिमाचल में आयोजित धार्मिक उत्सव का है, पंजाब के अमृतसर स्थित जलियांवाला बाग में ईवीएम के खिलाफ रैली।,"Rally against EVMs at Jallianwala Bagh in Amritsar, Punjab.","Rally against EVMs, Jallianwala Bagh",https://www.vishvasnews.com/wp-content/uploads/2024/04/WhatsApp-Image-2024-04-02-at-5.23.14-PM.jpeg,"Anti-EVM rally,Election Fact Check,EVM protest,Himachal Pradesh news,Lok Sabha elections 2024,Viral video Punjab"
2nd Apr 2024,https://www.vishvasnews.com/sports/fact-check-virat-kohli-has-not-retired-from-cricket-fake-post-goes-viral/,"Fact Check : विराट कोहली ने नहीं लिया है क्रिकेट से संन्यास, फर्जी पोस्ट वायरल",Heart Breaking News : Virat Kohli Announces Retirement From All Forms Of Cricket। दिल तोड़ने वाली खबर: विराट कोहली ने क्रिकेट के सभी प्रारूपों से संन्यास की घोषणा की।,Cricket,Virat Kohli,https://www.vishvasnews.com/wp-content/uploads/2024/04/fake-4.jpg,"April Fact Check Trends,Virat Kohli"
2nd Apr 2024,https://www.vishvasnews.com/politics/fact-check-amit-shah-edited-video-viral-with-false-claim/,"Fact Check: अमित शाह का अधूरा वीडियो वायरल, कांग्रेस पर निशाना साधते हुए कही थी देश के दो टुकड़ों वाली बात",अमित शाह कह रहे हैं कि देश के दो टुकड़े होने चाहिए।,Home Minister Statement,Amit Shah ,https://www.vishvasnews.com/wp-content/uploads/2024/04/factcheck21.jpg,"Amit Shah,Election Fact Check,Fact Check,Loksabha Election 2024"
2nd Apr 2024,https://www.vishvasnews.com/politics/fact-check-know-the-truth-of-mallikarjun-kharge-applause-for-pv-narasimha-rao-bharat-ratna-is-misrepresented/,"Fact Check : पी. वी. नरसिम्हा राव को भारत रत्न मिलने पर खड़गे ने बजाई थी तालियां, वायरल दावा गलत",मल्लिकार्जुन खड़गे ने पी. वी. नरसिम्हा राव को भारत रत्न मिलने पर तालियां नहीं बजाई।,Mallikarjun Kharge did not applaud when PV Narasimha Rao received Bharat Ratna.,"Mallikarjun Kharge, PV Narasimha Rao ",https://www.vishvasnews.com/wp-content/uploads/2024/04/Fake-4-8.jpg,"Bharat Ratna,Kharge Bharat Ratna applause,Mallikarjun Kharge,Mallikarjun Kharge bharat ratna ceremony,Mallikarjun Kharge pv narasimha rao,Mallikarjun Kharge viral photo,PV Narasimha Rao"
2nd Apr 2024,https://www.vishvasnews.com/viral/fact-check-karnataka-mangaluru-iftar-party-on-road-viral-with-kolkata-link/,Fact Check: कर्नाटक में सड़क पर हुई इफ्तार पार्टी के वीडियो को बंगाल का बताया जा रहा,पश्चिम बंगाल के कोलकाता में सड़क पर इफ्तार पार्टी का आयोजन किया गया।,iftar party held on road,"Kolkata, West Bengal",https://www.vishvasnews.com/wp-content/uploads/2024/04/Fake_News_24.jpg,"Fact Check,Iftar Party,Karnataka,Kolkata,mangaluru"
2nd Apr 2024,https://www.vishvasnews.com/viral/fact-check-claims-of-income-tax-slab-change-in-1-april-2024-are-misleading/,"Fact Check: एक अप्रैल 2024 से इनकम टैक्स स्लैब में बदलाव का दावा भ्रामक, नहीं लागू हो रही कोई नई व्यवस्था",एक अप्रैल 2024 से नया टैक्स नियम लागू।,"New tax rules applicable from April 1, 2024.",New tax rules,https://www.vishvasnews.com/wp-content/uploads/2024/04/WhatsApp-Image-2024-04-02-at-2.23.33-PM.jpeg,"Election Fact Check,Income tax latest news,Income tax slab change 2024,Income tax slab clarification,income tax system India 2024,Lok Sabha Election 2024"
2nd Apr 2024,https://www.vishvasnews.com/politics/fact-check-amit-shahs-2019-video-went-viral-in-connection-with-mukhtar-ansaris-death/,Fact Check : मुख्तार अंसारी की मौत से जोड़कर वायरल किया गया अमित शाह का 2019 का वीडियो,अमित शाह कह रहे हैं कि मुख्तार अंसारी से मुक्ति भारतीय जनता पार्टी ने दिलाई।,bjp is responsible for mukhtar sheikh death,"Amit Shah, Mukhtar Ansari ",https://www.vishvasnews.com/wp-content/uploads/2024/04/Fake_News_23-18.jpg,"Amit Shah,BJP,Mukhtar Ansari"
2nd Apr 2024,https://www.vishvasnews.com/english/viral/fact-check-viral-picture-of-new-bhabha-atomic-research-center-is-ai-generated/,Fact Check: Viral Picture Of New Bhabha Atomic Research Center Is AI-Generated,Design of the new Bhabha Atomic Research Centre.,Bhabha Atomic Research Centre Design,Bhabha Atomic Research Centre,https://www.vishvasnews.com/wp-content/uploads/2024/04/factcheck21-2.jpg,"Artificial Intelligence,Fact Check"
1st Apr 2024,https://www.vishvasnews.com/politics/fact-check-fake-post-viral-of-deducting-rs-350-from-banks-for-not-voting-in-lok-sabha-elections/,Fact Check: लोकसभा चुनाव में वोट न देने पर बैंक अकाउंट से 350 रुपये कटने का फर्जी पोस्ट वायरल,नहीं दिया वोट तो बैंक अकाउंट से कटेंगे 350 रुपये…..हर हर मोदी घर घर मोदी॥,Deducting 350rs from bank,Narendra Modi,https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews-60.jpg,"Fake News viral,Lok Sabha Chunav,Lok Sabha Election 2024,Online Scam Alrert,viral news"
1st Apr 2024,https://www.vishvasnews.com/viral/fact-check-the-video-of-the-funeral-of-sufi-saint-saqlain-mian-is-being-spread-as-the-funeral-of-mukhtar-ansari/,Fact Check: सूफी संत सकलैन मियां के जनाजे के वीडियो को मुख्तार अंसारी के जनाजे का बताकर फैलाया जा रहा है भ्रम,मुख्तार अंसारी का जनाजा . . . #mukhtaaransari #viralviral #instagram #allah #viral today news #mukhtaaransari #insta #instagram #allah #viral today New Updet,Funeral procession,Mukhtar Ansari,https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews-57.jpg,Mukhtar Ansari
1st Apr 2024,https://www.vishvasnews.com/scam/fact-check-aaj-tak-anchors-anjana-om-kashyap-and-chitra-tripathi-deepfake-video-viral-with-phishing-links/,Fact Check: जोड़ों के दर्द और मधुमेह के इलाज को लेकर वायरल डीपफेक वीडियो फिशिंग लिंक्स के साथ हो रहे शेयर,न्यूज चैनल्स की एंकर्स ने जोड़ों के दर्द और मधुमेह के इलाज को लेकर लिंक पर क्लिक करने की अपील की।,aaj tak anchors,"Anjana Om Kashyap, Chitra Tripathi",https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews.jpg,"Anjana om kashyap,Chitra Tripathi,Deepfake Video,Fact Check,phishing links"
1st Apr 2024,https://www.vishvasnews.com/politics/fact-check-viral-photo-of-communist-party-of-india-rally-falsely-portrayed-as-aap-rally/,Fact Check : कोलकाता में हुई कम्युनिस्ट पार्टी की रैली की तस्वीर इंडी गठबंधन की रैली के नाम से वायरल, दिल्ली में आप और ‘इंडी' गठबंधन की ओर से आयोजित रैली की तस्वीर।,Picture of a rally organized by AAP and 'India' alliance in Delhi.,"AAP, India alliance",https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews-19.jpg,"Aam Aadmi Party,Arvind kejriwal,Communist Party of India rally,Fact Check,viral news"
